p1,p2,p3,n_pois,business_ids
72,113,124,2,vCa7nbWj_uKlobyOdb8A_Q|5aKoh1_j9X27L1P9X9dzgA
41,94,95,2,FKE8zl10QQnAqrwbl3IYgA|nC0kethcH2AncAD2wHTRRA
67,80,62,2,50MNOCMK3OxqR_VL3Bsupg|xojlrPJnzbOc23_emZdxXQ
39,84,75,2,dIwOZoxwSpPUV3eMYFzPqw|2cy6NSRL9-KOV1hGwKuUlQ
97,119,97,2,GdqZaRx-gN8IxrmqYTXcbA|Oyfuul717X4T5A77S-ASBg
99,125,113,2,OH6Q425VX0lUOw9k9Wx93w|b9sLRv_j1eijFIEso8-RQg
106,90,91,2,WrvKrvjVb5Nc_DGYaVR9MA|531hWwPHP-dOJbzCyt4VBw
75,123,70,2,tf66upIFhLdvxvA5pQVL3A|xFMjS1tZNcEkqsT_9bfRdg
67,108,62,2,-1yt2mk60wWuQz9hPVKZCA|I1o7ggb54e6-OYhiyabjgg
85,42,29,2,UG8-Q0jx3m86wQAxZ3OUXw|qauoRMGTxJhjqCmBzaUqUA
88,80,27,2,Vl_IM5mvKjHMohVAshA3qw|myQJP8ZziqXDgQBpfqoTvQ
126,53,97,2,3wYrUWLF1YDMWi5bWxc-dw|pHOrTdFLpXg4WsI4dDYivg
49,100,86,2,WuP8weMckpVAGQn9RHElMg|oTqLfv7puoFJQGB2pLlElg
45,47,33,2,HrK8QvCi9An5Oq_CcvlkHQ|istq5KVETngo8mWIKPJwEw
19,71,89,2,Faqzugp5aAc9-XOjfOsDGA|2fJ-WxJlUN6azp3bzrJ0zA
39,29,89,2,7CCbvuuwxxvaaKqv4-WxTA|mzFIAmpX1Ef83Djqs19vZQ
97,113,104,2,PZP5Uk5Ratw9c_t8Ao22Bw|T4VkmVfJScbLe21xLx1yNA
15,120,113,2,03jQGGJ2ch0uHTtW-UUUqg|Xd0SlnbaVRJ8ahjaNxVvzQ
18,84,110,2,d1sIHLt1NmXmawO6mP9gYw|Wtj7-BxmYuqfsoH4bZ8GHQ
116,2,118,2,XIOEUT_1E8iBANVTZtSLTA|OQqBFuA5tcxdHog8YgMRcQ
88,9,118,2,_XIoI2scf8PLIp9FM9Y48Q|iuKzxuAgf2ttgOyxyLHEMQ
73,70,113,2,5oARHKPqDvT4x5blRvPjXg|1zXokDxm-BIbAIw9EuteiQ
40,92,124,2,sH6EONVlVasdvFXpTMlvNg|dfqaRpYdYNzQPlIDhL2_xA
18,114,75,2,a7__VvDjHpgpncosFsYArA|wiSstKfIiNgE7A7uyhwzLQ
88,53,4,2,Aww3EVB56Oh35mEss69Nrw|U5e4EGpAE8gEiht2vei9TA
94,120,4,2,8qr1cXhqYGOXFNStgcMvhw|GRduI6GKz6dzk9n6JRpmOw
69,70,91,2,UxNB5QSIiLepKdMHeU0qig|_j8ZAA7ss7Z6Yyk2waCcfQ
22,88,16,2,hxc6TmLzsENk4xsjm497qg|bNBi-RVlx71bugXY0GRLtQ
13,122,55,2,t_GK23TwfsvqhR3FSRN6PQ|gSzrkLa9p9ExkwxhE0ds1Q
11,77,115,2,W0k1MahxLcqShLzFkhf7Ng|1qexUlZZRWIaPWlvGNnmcA
46,102,11,2,-LV84NpVQaSpnckb7DDO0Q|T5cYaN8KuRDlU3HMi02VQg
73,120,113,2,WlqjVjhyOz2X4Efq_iODZQ|Td1xw31b7pGiShjpzc5hJw
39,100,104,2,POfVQABY0LcBnVPvb6oT_w|DXooUrNgWVMR2A14i98exw
47,40,113,2,Qm8pSLYuVS7eIyOx5YsWBw|_10m_xRpfqqnj9jvUUIqjA
39,78,112,2,OAAh75gVvTZI4bjjrulxMg|YdsPB-Wl4CEo56qaFTTlGQ
10,9,124,2,bzVZrm7rq1flBfjrYJnKKQ|liGDprT3LE4g1QC6_aOgDQ
110,90,51,2,atl71B3AxV4qOVKHaT4p4w|YraiX4j-hyKVmFZlngEnVA
6,123,23,2,q6UEmfjz-Q_q7LqLGkcv6w|I7d2hM2lCHtm7voH4xb4QQ
50,118,110,2,D5jAy5ev1lW6mVlOpiyO3g|NqPoW5VpfnzmG4x1htuxUg
26,82,11,2,5WfgsVFhnBbkhZ8fDcbgwA|y2gcYJkJQEXP6TyJaV2-nw
33,111,62,2,q5QEla2o27wYdUs-lJd3wg|GewMj7xSlwlK0eMy2n26oQ
120,69,108,2,xJHQZzx3gYE5j--JIA6oqg|mGhwxHsvPiFa4nJ7zh7pYg
69,52,2,2,XKleEn_-EKAW7LHNQeWmiQ|2f6NaQVGTM59OGvsdT9pxg
33,81,23,2,ghdPBn2r19UAub-ELILXEQ|5EL8OtIvDMWkT9jDlAJetg
109,88,80,2,aoGstjLfJi4p0lcS9rFDmQ|_l2qMhWrwrYp-HoiBkfi-Q
124,65,59,2,udsU77Rh2wAN7tEOmIUY7w|OqLMK0UrF6LvuFI1kUj9EA
6,112,110,2,Yz6b3SrI_MXcaVekMISmIg|0vU_OcoHU_hcEfNTpDyOvA
99,14,104,2,RmEuAg_sbAI7DD3BurvO8Q|pM1M2A14mNXz48KCcQtz2w
102,98,97,2,Gy5TizYcQwIEM1jm3ldNdA|9FiiDY8Nrmdn81jHHvJSlA
92,4,29,2,sLd42rLMXiJYpMpPI_zkbQ|uwEN1AD7lyGGxyODTrB3Tg
82,23,69,2,fbyvLKxT0LZX7VGokTBipw|CiLCNK4q7xhEIvOod9XllA
18,60,19,2,qXctAMyV6n9PSjPQuUSEpw|UPeIqSldWfA5M4gA--z-Yg
49,26,23,2,s3Q1J4XEVOBiZy9dYUpqpg|cM77NrFZx2z0d84AqEpmMw
72,73,17,2,hhjIp2gGFR2XtoRsScEv3Q|8yiaYnU2s6ynlWB-hPkV-A
65,95,18,2,b_hYXq3bk0rr5oqiy5ZRxA|hpYESiPAL2f2RrXxX0rT_g
35,34,34,2,ist795rpy3gzWVbfrvU-Yg|tuoSpkdgvuigCVDonkHlDQ
42,80,82,2,evEfZFVrixcWqxx5WjpvoA|5JGSfyC0vawEACK9RwFR4Q
5,90,55,2,8-Ntrt-Gg8iidOB14QzqIw|DqaomkzbjScrhgCx6CVptg
25,14,28,2,vgJDi6bYu02k6h9_ZodulA|veLho7eH9YvS4ylnJ8LsLw
52,104,125,2,vxwtiyTq1fF02rCbK3AqXA|2gDkEvBPkl-ATS_eqaMvxQ
82,109,114,2,eVoiDEXeL5VSH5KSfTT-5w|c9jBcgrGANvq1GJTzgk_7g
80,121,118,2,qhzCJg86C39B3rOSzX0FkQ|5dMR5LumXTsqXenuQ_GTIw
14,3,91,2,iSBWHkegBuVcJ8eZNrf0RA|s8P133LRpPSuypuVCwUzEA
6,82,11,2,Ssj88-Vrw7z9HRhIi96RtA|v8lEzxnbwVdgXihQ2Ne96g
117,125,119,2,tmfxrHmSxg-fG0bMVmpvhQ|BPFKSPy5UZnR1BWB5YtZ9Q
32,58,59,2,mNWHsi3VipOX9voWrSC5ew|IW5nVwCmmhL6cENHTst2og
66,4,56,2,gsiurmoX2jYAFzw27NGddg|gJpie45pHq5UFHH7CBSPqw
46,59,114,2,LoBr5GBWf33WL7pirx0b-g|cj6pXbG9Ey9sSEl5sHvu9A
21,100,125,2,QpfFe76H-VCCYvA8qUABrA|X3ItPYxc6dIvFXp6Xij21w
24,90,41,2,c-qnJwYJcSbK_I-Yi1qk9A|NtMXPX9SXb5NobU82NhHgA
62,77,125,2,YELKzDctQKZEdZ8WzEzSbQ|xscLgjsXy6ufgVF1zWfBxA
108,55,74,2,XQ4Cfzi1TXqoJ6RSkpr-Ow|H6g2rZdweT-bRS-m2wuURA
62,114,75,2,IewtlXlD78Ew1-pz4e0sUw|6cthUjghHSevS64rOYjGVw
19,18,89,2,itv5mVA2lkp_ivhSdmKGgw|AQ4cIMRNKaVXtgqz68ySnA
30,73,75,2,7pwZZVVlYCxQvVdd8Q03wg|HDdfUbox_zCbiyoNMhSVzg
108,19,14,2,I-98YZ1tixDCsvC4HceUNQ|tJYdmIZuAMz86-UoExZStg
68,42,80,2,JTE5cXgwmTnoC7p2dfHjhA|-YWXj09yYXCFv7An8GeIiw
97,104,91,2,oWk7BiqZG99slmVSq6fmWQ|lXVJLzBNEd5qWuoX1d1okQ
17,42,53,2,mK92SmRT0hE4ydrhMbrLXA|-SoQAx-REDcD31RNpRhbFg
2,31,23,2,ZwQOSw8V0Xp8r0FjNdU78Q|Xo4SnRWyz1ptopOYSZN3Zw
107,9,104,2,fN0pyT68TLana2UpSYFjhQ|VUWSMm_PnH9y2XvsgsF_5w
39,94,2,2,DdMUpb63u5r_BdozQKDj2w|hYQe_ufTaQCDQCgNj176aA
4,118,66,2,hdEVAxDZD6VmjEhuEynO6Q|ILn5k61JhHO3dHmv_JVG4Q
25,81,11,2,FRbkFjoF4xHhJAzC_ftx5g|hRzB-HzjefebGjH1kXBG-w
122,102,17,2,nGwaubljBpHFASIiMQ_8-w|OBHh5Nm8lw52psIAXGOGYg
6,7,91,2,iQipfQ4NwfW3SWajgk6S4g|NKYguP2dJdd6ng5UxxLVHg
109,73,4,2,l8b4urbF9b1o1qfnkWPTMA|HBfHNjr0Am-jLD-3fza6aQ
79,90,72,2,lvOkJ6zZsFdOXF11sXr6Cg|Jb3uarqlXDmOxcRDM5uNWA
42,68,62,2,_eP95JudeN-QmaUhVR__iw|tzgrrqQ0SCVXQV02D37Ydw
102,77,97,2,u-8sFq05DQ6PYCR5HiKZ2w|XJilSa4Dl_kqDoTnsVPFUA
124,104,123,2,IH_ZeeTh13jQURbh31d1Kw|YeJAxQZMvD0YldaDu4rQaQ
5,105,73,2,W5gmu0oDTlIJD2fFtVCUvA|VRQ-Xa5iJXckWK_Um5TAYw
99,43,34,2,0dfspevYKsugYiU1UVl94Q|Lv1GgMxKIpATo307UMA2Vg
63,4,56,2,3dd9a6QMCZc71UNMrBfSNA|i6MPwHhpfLWP7VAqz3osRg
58,44,118,2,UPeDuv-UuY7_FUo_0ef7eA|_RTFBSlmluADfvdU4hw3_w
73,77,23,2,bSWL0YxfawjS03_g2kgujA|UP8jx6-pJqnl1E081De-Ig
61,89,4,2,6d8IIFiQnFQh5-gsZawYDg|GFJVwLPrj9-X9D1_hkWbWw
98,84,92,2,ptLOmLGPbmq9QH6CXDGRZg|nQ-FbV4bnhEuR2K4DooJiw
26,73,112,2,ALVX2hbStpIIRvnv1_7x7w|dNsPURgPWH0K9PVEIqf0rg
60,38,97,2,VWT23kIO4jXuRwGeKMGUXw|EF57en2jZd9e0m3E-TKV6Q
69,43,91,2,KrKQChZ1hwHHVaUK9Zc-Ag|h5jnFlvF55kDWC_GGlKMAQ
47,7,4,2,efxiiiwXpF2pEsCfgeQc8g|u7cZUEGK6iJP2gvI22xY2A
64,19,10,2,y577oBm249U5EhX6pAJIAA|T_RxcKeWnU7s86KH2qLrbQ
96,109,86,2,wAuDCL64a2D1C7CEPzsZhA|j3cVDMMXhFScnHH04WeUTQ
0,114,44,2,KDplhtRYnHOCnuIjIGR8fA|NIg-c2A8OhJvyPKkrYHEWg
77,76,51,2,IQ3nHWEhLhNS0YW_vDKYEg|-4UMCvj8E1PYseKhNfdoug
25,31,61,2,xtSxYDKUmbhRx93CXoG2cA|rtzXVcfZKbDVGVWdZsSvkQ
108,64,14,2,D5GA0U2VI8bYPCjzzMv7xQ|KJrbJ2kl623F1HwgRgM9GA
109,60,97,2,kgMEBZG6rjkGeFzPaIM4MQ|m8NqeSyNohkvYEZ22mKINA
33,9,33,2,CjLHLVoHJKgsa4cRcvF-WQ|AWEi8rtm7a-qQiLnqKEuMw
98,31,68,2,T57pARC36apZzr3CSCs4-w|rzDTtIfcxUwQBLKG1RSQGw
102,29,44,2,fJNSx1WOo77TmP7Bl26w_g|NQKFwhBp6ta12JGAq3ufkQ
122,96,76,2,3uw1vR4E5TCrxEmDW12_Mw|N9rtuQfgsThEFCi3hfR88A
22,49,94,2,-97632CUoOkJ8x4AlkPJxQ|15eVb-rIKkWyWjcAvYmmPg
56,97,86,2,rNyK_mOrxLeSktJzD7HkZQ|f-0ig2BFf0UEO8kyj6q61A
79,86,86,2,9lBrcwYitaiMSD8AdHGsEA|gPcRKxd7PsGL6LoUDFbF2Q
102,104,106,2,kL98j83h3QFUoSBBevCHOw|ol55TE2I5MFbhmRpTHzlVg
125,72,27,2,upmtmUMeWWzbcflPRpLvdg|4Swe6ml_YkXPQ-ef22to0A
35,97,125,2,cF190DWwzmnm8MULqXucZw|mxxlV59BSA0Uh3X_gev4Og
74,66,4,2,8aKkRGPwZAy_7DQxxNnMPQ|y3n9Ifww9u5cxZe6oiLbpw
29,46,28,2,oWmOaNeTRQ_mblz5lIVyAQ|dJ6M_mkBIkKignlonnx9Xg
47,125,19,2,FwwbaUc7u5nSiLmkF_Z1Tg|1Fs3_bjPQwvSXZHGGlFE-A
9,74,73,2,qRzQn_GmCNgSMA9aLo3tPQ|HKBiW43ctq-aUHdt3q0-cQ
106,102,9,2,yUmjkiYiCiiuwWXt8pjrMg|WIXKdSvplYvs5dbylEq8ug
11,7,23,2,hpFdLZ0KE0ICdMeG4hLjDg|SG1hf7DD7NDUBC5IRDzRYQ
41,7,62,2,c7XRkc08G4o8J7VKUBo1Pg|Toa0m7d04axKejPM9rhgow
31,126,89,2,j2m_DDgHRAjB0Vx3j8wepw|ZSJhSNJrZGDRS5Ef7ivnzA
102,40,75,2,kIDTTt6Vcn6nPsZAJcDJTg|QuU-a6FEcC_aZTgZkYFeLA
49,65,10,2,XQck31fDZh8akpmeBojFng|el71vYwT5M1bc6oFsBdqvQ
101,122,92,2,5lyF_I3SNJ1fKoBpkuSMjw|HkMjKITEqy0-ekVmCEao0Q
102,127,91,2,ptZ879RZ_wtQZ7tJuPzkiQ|TFqxC06GfbmEV5ZU6NmPIg
5,105,50,2,ZvI4VLPIOzhWYDHY3z56Wg|JFP-gErQB0VrRTwMxGCX_w
71,104,25,2,omWpYUw3JyoZOAHl2EeXLQ|ktMvtPI3TBkTOpSf1sTXWw
73,114,37,2,s1s6qiUfccQvC9EhJmZIXQ|80CuLvezLk7SkkzWbcv1Dg
44,38,70,2,IZ4sAK-nBEOErmSdEFquhA|9EBLwI8xoxjv9dfM1XyQQg
44,61,70,2,ULnW6ynhmbU2tOOIKtgWww|OgSb5-2Nj8qgniiir9tvSw
89,110,94,2,kz8OeP88ZYjDBWb0LePJ3A|KOYpYdHmgErs5kDY7bdW4w
75,36,61,2,nCZR84HJcR1MTjDrJfHkcg|hzXmSzmBqgvEkivy7-Mc2Q
39,43,43,2,k3SZAPbt-Kt8lbibHK5pOQ|-b8iNhBez0hRu478nIDhyg
9,121,24,2,lwVVKe4W5_NZp98WdnVIpw|zMcns4agk1HdjFMUwhmpBQ
116,121,88,2,qWHFayi0d2bDnMs0nQXWHw|7ojZ98mIavAKjWiazitrOg
110,121,106,2,PGy2lR5d_usohtzIuXEnQw|VDSlqlWW6-JC-s3qddkhwA
117,98,110,2,1_nd9Hcswx4K4FmZZQPMVw|F9cpl6igc4781OtbBWazKQ
71,67,88,2,F7jNP74WiqPZILJXGPByQw|2sp5J1TTPz9KNHmoXzEUAg
12,33,104,2,NwNGKIf_eQwvr6tzFX6eRA|vzwyBgWusjT7TIyiu1A2BA
41,26,4,2,5ogNmbqNE5U2YO_HGenGfg|1fzSOSo9DiWxLJpJA-Tphw
84,98,115,2,uKAbrDSJJzZliY1Yqu5KxQ|BM92j54mc-c-6MWqWSimRw
64,59,10,2,m8npqDgpwSZIalBvjbvqMQ|66Lwl-YanL2TvHZc0mu6fw
88,92,48,2,JVLUPmjGIPUv0RcpnhgBFg|RI0nO4n6gbYz3kXBe5vloQ
11,73,4,2,Oh02ccaZ1u9nymw8PZUUaQ|scICtfsOHO0YrrooekKO7Q
82,24,87,2,sfbRRla4SqDZ2ZVr44mCUw|J_zkRwVcoUcHTg549TndSw
103,54,10,2,WNFxt2TyMDEuNNNZ9Z9zRQ|64OpSVYlnQ39HNAR2eknvg
31,83,101,2,uDsr1guHz4G8fBvrZHpoPA|Hgow38h-HeIeDYNnitMWGg
54,97,103,2,weiuDb2IEpW-scNoWIzhdA|ZyM2QfGnMqQvY2SuHeE9OQ
125,7,88,2,2l2znqydic45GQfgCblQLg|qBnbXm2VhesKhmdRejnhSw
57,1,118,2,687yHsSzSrjjI7I17W3CBw|TTN6CFaISo9OrimJv8lz0A
41,76,75,2,yJbZnbvODg-2R7BJm129SQ|GmdKnVxC7oA452WOS8W32g
94,88,4,2,o1Vs7jjK0_hu5L5h_ZgBNw|M5cX4IYSKpqcr9U7U2zuJA
107,64,33,2,JGgvfJwWa6A-jFL_7-4OKw|G8OVfFHXAV4tnLh--rDHOw
76,49,125,2,L_ugtIRUdU2h67jc6Z0b4g|Q8UJnXmY-_tuxdOaJozmFA
32,45,7,2,sTpVyQuTsNtegVGo4Mvw3g|wtL_W_OZ_JMqGBdt1oAJ3Q
107,75,86,2,YTQGRkfsuejgq8zRWY4-oQ|Vh4Igd-ClZiLmchqYEqLNA
11,84,106,2,F2bm11_FIvQU3JDibCimlw|LUzv72OXoXKxs6Tbz37L2w
60,81,53,2,U6VlHUcrawfPCy7XLpM5wQ|QhSDCFHTh5_T-fCb3T_qcg
99,113,112,2,MtxqtQqnNmvCNT7K9JVQQA|mAEA3VaTrvs64VLP2p_SsQ
97,7,84,2,68ThEdiK0eWCEgGEmV9Tng|LzVvcVm48zYIcQnwLKt1oA
69,46,47,2,5NtlI8JSlVcDNcsstl9oeQ|WK7ZL3iyTjxjBILrnXTjmQ
33,81,43,2,k6c628UiWmXg9oFkgYR1zA|2dr5QB8Qbw-7_tWtQUZo8A
119,29,92,2,VFI97zWd0bmO5uf-k-K5IQ|zPl2SR6S2-X4T40DQdnoTw
116,81,27,2,LphvhvlZTVExPKnu_CnQVA|DBaRIJ-g0ydlMO6xBv7p_g
4,102,9,2,rAwVC-c9Ei_XQknEpYRYHQ|fMg4IdN5H5vD-2YPiXz0rw
97,43,91,2,ZtWdZptvnWjMhSItz9sZHw|yqSy1-3O1ldt-YWQT7YACw
106,80,80,2,4W-BowzhlJjEq_sp2kWfmQ|fIOTNAkzBr2AKf_ZHwuPkw
74,32,4,2,2jkzK3hbitfnff8iVJjmqw|rLRw73bopdUf4spMxIAhIQ
30,3,75,2,aOIvSVnT5zk_c2SgFA4BCw|Cfpv0IjS0lI4CgF1fpbF_w
14,76,91,2,vZq8fdUEO-N2bCPOauj-lQ|03qRiWY2GZ8AJChPv41wCQ
33,86,62,2,Hmg7XRIMjaLvBWI-8VCl0g|FWY4PLQcd8Ji_jTEb6wKSQ
109,66,4,2,rMqWPcEwfnUZ-f8coYHEsA|M3UgAH-Z9qU0IJrSZAIhBg
101,114,92,2,799eRxVni0-aZ_W628moDQ|YzqhsKFVEV1O2IYfcAnIgw
22,52,101,2,TUCm1lCkh-usRYRl3U0S8w|0IheZIsRS5tejvxocP18mQ
109,57,97,2,F7pG70kxLYt_HR6OnylgMQ|uTj5ckKfhY_I3j7ZQu5BAA
94,57,86,2,sfBx87qlgkHZZxMaPktiCg|bNiMFB1fk08AXMuLxA6Adw
126,122,26,2,cq_7P_m7mlDQglp1O6rkuw|VTX44_ZhNHwuyFLcmPquwA
96,53,97,2,r70bNQyaeVQHXfH-BJchNQ|wq752-80E0Tg2q8donVE7w
106,70,28,2,8_O6LXLyMgpq1g9CIwcW4w|4V6BpKsB68F9W8MQSfe1Zg
61,89,27,2,v7ylWX_eN1onfskDYmdQxQ|flQBCrxAVr4OlHa0NsGBrg
118,6,72,2,pWs4GHia64vlaqZADDUXOA|22pC6FLcRjjdJ5Is34NSKg
63,38,75,2,Zm8mlFu3n7xvcGuxDYZomw|OOAb0yjl4ZmLCgHFdz_JlQ
126,54,97,2,tDFlxSHAU1OkFjSXeVb9fg|7gfVwLaF3cJpgkYMbs85gg
100,85,74,2,tThP9jkCZHTrFvwEhGeKzw|_l5ePCNk8mJXnEPtNQP8bQ
18,73,4,2,iq0qAJ2Oc3myUTTMLseTXA|IhkMaYrHMVfV9CRjHc5ZBQ
115,111,110,2,o9o6Doucymlma6aU7e22DA|HCrj9O5EYTsU0c5ebtfT-w
59,66,95,2,LC-qVqvkMRmK_ed-SImCXQ|17TiV5o3EsIIbyFgSpBmXg
113,59,0,2,HxWNz7RCoQMB5j3A_y5ieg|vDHPA7LPaIng5jkwH-O8hg
101,109,58,2,8fTaOcdyJwJJtN7dbRNpiw|M2mkUv39B6E_1UOC24gPqw
15,56,43,2,0_gh-ZRllduRLrjaYy0Icg|52d1KyaFqpwAQHkN2JJuFw
21,71,10,2,btycQr2eJqbNbArJdUxMmQ|PRKD31DV3ICr0cHtaRRdzA
107,9,86,2,w5STv5LEiVdUba5f-Gf4hQ|gdZP3Wqg3ge3Dbd469DMag
109,117,97,2,awiWJQVgs-Obsd7lB-m01w|Kowe4tJCIRo1SO_OU8CKNw
5,105,93,2,dqvIsA9URHqQcHlR9qsIfw|0nxF0AYkcjyt4jir5eEWgQ
105,47,48,2,yWXs_dc1xdrzWws2B_kRyg|BkHqlLR9Q6_HVUXNg2XBxQ
39,88,18,2,xCXGV3wEvYd4xBGx8ZRFQA|VGFQZ1BJzA-zE24bSwlb6A
123,79,43,2,nQTJn9kdpU9Mns-b_qduVw|NbMzjtTsatnwn49amD-B2Q
126,90,126,2,irwBGAGqMPam4YLbn04TYQ|PRGH_6VxMfCyp3UmKiTEHg
4,108,121,2,ph3SVDTbJsEiilH5dCq5zQ|sYQP18uyEdxaF7O9r_4UDg
15,120,106,2,XahxHmkaFOAwXix2VGRAUQ|wI1HoJPetmjK49lr3avo_A
122,24,17,2,3qUSmukEigqHFesBPNZjzQ|Qlv6pjKmjETIiej2EG6hsQ
26,83,110,2,alUk6OwNhofyc90NDMDY-Q|8jmTWp1l7gjs0sJJMthMsw
10,30,38,2,NUQZj_6xeSnDHHd-7ywNZg|Ch2TWEHEGgab5Ec-Z_yM4g
127,68,113,2,XNrhJQ2WYGxeDDTycDp7BA|myxFQRTSafUa90SLdif74g
32,37,91,2,bq0n3CQy1CkE_WUe76zQvg|yUpc_zF_lw_Fqi0gDTFwjQ
71,84,23,2,xGdwgy-DM98Tpy-S-GCegA|NNGQazUXxGTYn00QlRnHfg
7,110,34,2,rlqMecG5P_WYrL2t1-q7zg|1klxZPiU2BrJdbX6XfxslA
23,68,17,2,1EDUXBWC6IAZvW-r5BKDGw|HfvN2I9Uszimc1iXsh3jFA
53,61,110,2,RNusfOAgBk02QgThfBEVrQ|KudL6V4381jovAFNqtgryw
82,57,70,2,f0XRkHRyXO4fqVdVJnwv9A|tCUV1LN1cN498ykGvuw89w
7,51,37,2,xDFWKDY0sGyJYSMYc0uXWQ|Tk9KD_DDpcMeceID_VrutQ
10,121,124,2,oWWKZbnCq0n5_zygOSklQA|TjF6WOklsFFuqNZ5yk1Cyw
44,70,112,2,wfgWmuUXP66DWt0RQGTt9Q|T1d6uCXG9e5XUricRRBjAg
108,86,11,2,nqh6nl4Yp_uqq4jVGuR8HQ|3awGQpUnu3To6i3gU7c3kg
50,24,72,2,n3dudhBqW4HvsXmVzID_5w|filUIMLq2pzauy_ew63LPw
124,72,4,2,KMopcikI9Bg7TOOqQDNPVg|qU3ozbYKiiF-MZyXfQmLvg
7,78,2,2,M8AE0_L8zO0HsI8DGRqPJA|LnnWq5-4pTnBn96E3lQygw
94,26,75,2,_woUO4WVK1istX3jwBMyvg|x-eCOnXocZIlaAZznK8E_Q
124,70,59,2,5UN1B7XqZohGuULLNlWL1A|m-5N-fwCIGK5NWMclTqOUw
75,87,15,2,Pk8wDjFerE25edYymxRDPg|KViWYFEfaTs1Ihu3Yw5SRA
41,125,119,2,vpkCctZV4_q7iUkmtdZkzQ|jbfgCacFVCYhnH_npHaqeg
46,64,11,2,LA1wLQggh2_aA6f6Wb0vXQ|yHHWrpm40C3nPl_W1cxrVQ
92,80,53,2,3OFo0X6NeChsFryLK6hV0g|KM4bIHEUEeqpK8innXeybg
124,29,44,2,wcVA-6Oee8Ah7Picto830Q|aChjJoX5a3zfLHZfF9wW5A
76,32,86,2,L3HZyv4Q8vCmi2tr_Wm3-w|97rpHKTH08bP_audNScXgA
21,88,95,2,1bsQMS1SeLxcqXrJQYVfGQ|AGn4ZJwHvMhFDTvLbGsf7w
73,18,91,2,nqQNnIAAfRa1dla5N3UiuA|knp4GbMlIQZAppyEVnUkQg
90,55,124,2,mJ8sgxkv1prb0Oj_i4sO_Q|_ZuhmNYujb_yWfhSOcHWUg
35,121,34,2,z2r1rRUoPqAHwBGKqjyJ_A|6lt2RCjc5Pzm7jGg6n0Zsg
116,86,104,2,-VOl3gWKvEsjk5-Kht1xWg|s-3wrVMDgwj-Ts-y4BpG3g
19,7,4,2,-2YMhP8_C663edoASI8X4A|Fqu9rcO01satJfng4ODy_g
10,59,17,2,HuUkH6V1mQzacMxawwLuqg|kxTFv9JLSjV0Bpa-pXmt_Q
24,34,80,2,1zL1KVONb8Q-IzF0o6P5RA|8UwP6uu14TfJVSuzVBPqEw
123,53,10,2,huve4ff_jEC_EIbuDlrj3g|fr7MkLEPIfqPsKrma1MRtw
39,48,43,2,ylV4wFE6qVcYPKZU5LBjaQ|VEivTOTxSwKfFhvbVnJzqg
77,84,94,2,qqtGFnjyZWV--_YqabSb8A|8yaKt9rBM8wFGRCNQEml4A
126,2,10,2,cFMbmgUHBZOfG9uN_2T-4g|xYnPSmVyKTevyjky3PlTDg
56,89,4,2,vD96kkvbnCoocUks3xyRag|QuQa76kxOZxrfsT-NTB5pA
1,6,25,2,U_EsuBo0J1UMvUsFpUsnmg|-Bhoyo7LL97tgt9Hze0Saw
90,85,66,2,xI3h9lvDlmVO9oH2_IAqUg|azXvU8MUb4I6SkmPLpzjoA
82,81,114,2,xmH83yLNU-3eifZuXduk_g|cM9MB9rDESDUwhkpeIsBvw
47,114,89,2,fFY5pda8iTCUQmEfhyMa5w|EcjHDndSeQuebMMJhCGC5g
88,47,47,2,PGZ7Lufs7wCXitvHPVcYoA|1iQpAAWmGp6yJCNr-7DMRQ
67,97,33,2,Cu1rYKH9YWqxXZrV8ScsKg|QYBcLH0A7ZFO5-kMYxiloQ
73,32,88,2,JxiWx7I-YI0ryZvDY8mF4A|1PJau2ejISGVFAade0Npaw
119,15,110,2,CLHymgOg2vfS-Jk5quvxhQ|y4mlbGJ-8N_DrfxedTRIKg
39,14,118,2,KHuc3PjQwmIUlMmdpTnfZw|m2QC6syUBosOCBNTwpci7A
107,2,4,2,uI5k9lJkWlKi6OUW5yYIpQ|jLhjsVfsCbs6wWYQqCJx7g
41,65,62,2,6PO3OlixvoZMJBlcBW_iRw|61c9bfRWNxPZSYiMdbDjbA
99,113,125,2,vbMvVmDKx5EiYC75efItqA|mqdjEgfp_xDjPJOXBRwwUg
69,7,91,2,gnpyyeWQ53WlDMJEq-YA_w|h82_S_QDq8V1htf30pZq2w
101,69,37,2,HZ-j8GOvwyU-kuyz-qNNAQ|DQdRVHYRw8bcLT6Uyt9PNg
57,80,4,2,Lm9-NG_vnkHpyC2zguft_g|n9rNIWy1KtFHdO_cGAtx_A
91,100,124,2,D2srEGeWRaXt0k0UPIo3Mw|m9VBtsGjgcsuePaTlDCz4A
92,6,74,2,t9BNV5xMOr9NVc_OmvdQ2Q|MmayUCRkeV29Uf8FdY8PUg
1,31,88,2,iJTEN4bk3VJV-evvrxx_HA|A9Tcc9iloNB0tAA7j7GKrQ
63,95,33,2,KkTJbo_EFi-k2Stmyvorzw|LCO6N4WIk4U854AVmHHjrg
35,85,110,2,OSkx0Z0A4q8noTmFtXrK0w|idP674ti6a8yg8z2xFcCgA
97,32,97,2,d_tRshM-w6S4QxE4VVi8tQ|NXq1TC8CjIQ_2HWMSoN2Mg
